prize,security_code,manual_code
0,T00012400100001220889414758901,9414758901
0,T00012400100001220898857380411,8857380411
0,T00012400100001220907357139141,7357139141
0,T00012400100001220918346940831,8346940831
0,T00012400100001220925320052621,5320052621
10,T00012400100001220934030463981,4030463981
0,T00012400100001220946275724587,6275724587
0,T00012400100001220959062173088,9062173088
0,T00012400100001220969740320439,9740320439
20,T00012400100001220971073900829,1073900829
0,T00012400100001220988983142995,8983142995
0,T00012400100001220996998191772,6998191772
0,T00012400100001221008416080879,8416080879
10,T00012400100001230011212795842,1212795842
0,T00012400100001230028811720869,8811720869
0,T00012400100001230038101813919,8101813919
0,T00012400100001230048946222626,8946222626
0,T00012400100001230058597078900,8597078900
0,T00012400100001230062938830280,2938830280
0,T00012400100001230074628723481,4628723481
10,T00012400100001230084451467323,4451467323
0,T00012400100001230099983293219,9983293219
0,T00012400100001230109267619615,9267619615
500,T00012400100001230119136663922,9136663922
0,T00012400100001230123796153425,3796153425
0,T00012400100001230133836249478,3836249478
0,T00012400100001230144396914459,4396914459
20,T00012400100001230158522815242,8522815242
0,T00012400100001230163518430951,3518430951
0,T00012400100001230177841595862,7841595862
0,T00012400100001230183374061210,3374061210
0,T00012400100001230190172638496,0172638496
100,T00012400100001230200229847436,0229847436
0,T00012400100001230211772606241,1772606241
10,T00012400100001230225998483814,5998483814
0,T00012400100001230231829564334,1829564334
0,T00012400100001230247439877818,7439877818
0,T00012400100001230251663399314,1663399314
0,T00012400100001230268347013836,8347013836
0,T00012400100001230277964757834,7964757834
0,T00012400100001230284339106523,4339106523
10,T00012400100001230298498650907,8498650907
0,T00012400100001230308960926057,8960926057
0,T00012400100001230317393597543,7393597543
10,T00012400100001230329564739490,9564739490
0,T00012400100001230337630366659,7630366659
0,T00012400100001230346394068460,6394068460
0,T00012400100001230354631062124,4631062124
0,T00012400100001230364390152985,4390152985
0,T00012400100001230376768170356,6768170356
0,T00012400100001230383874289272,3874289272
10,T00012400100001230397639782181,7639782181
0,T00012400100001230403834735535,3834735535
0,T00012400100001230415709112036,5709112036
0,T00012400100001230424421540452,4421540452
20,T00012400100001230435228189899,5228189899
0,T00012400100001230448214898993,8214898993
0,T00012400100001230452552913575,2552913575
0,T00012400100001230461281473375,1281473375
0,T00012400100001230471795816546,1795816546
0,T00012400100001230485582001865,5582001865
50,T00012400100001230491826030391,1826030391
0,T00012400100001230502910875516,2910875516
0,T00012400100001230518680459986,8680459986
0,T00012400100001230523700543037,3700543037
0,T00012400100001230533831306330,3831306330
10,T00012400100001230543310862926,3310862926
0,T00012400100001230551974607632,1974607632
10,T00012400100001230569266941751,9266941751
0,T00012400100001230575454126416,5454126416
0,T00012400100001230586209811780,6209811780
0,T00012400100001230591403021882,1403021882
0,T00012400100001230604614264522,4614264522
10,T00012400100001230615201370158,5201370158
0,T00012400100001230626850142010,6850142010
0,T00012400100001230632590728634,2590728634
0,T00012400100001230642657289075,2657289075
0,T00012400100001230652482192331,2482192331
0,T00012400100001230669114075757,9114075757
0,T00012400100001230670701896860,0701896860
10,T00012400100001230682457353086,2457353086
0,T00012400100001230693011574704,3011574704
0,T00012400100001230700168611927,0168611927
0,T00012400100001230714161436850,4161436850
0,T00012400100001230722679705238,2679705238
0,T00012400100001230735127252326,5127252326
20,T00012400100001230748014875530,8014875530
0,T00012400100001230755783487683,5783487683
0,T00012400100001230761632151483,1632151483
0,T00012400100001230778823884634,8823884634
20,T00012400100001230789778520818,9778520818
0,T00012400100001230793697150479,3697150479
0,T00012400100001230800544438137,0544438137
0,T00012400100001230817652058256,7652058256
0,T00012400100001230828066179615,8066179615
20,T00012400100001230838109361619,8109361619
0,T00012400100001230842041022507,2041022507
0,T00012400100001230856605315889,6605315889
0,T00012400100001230863054343208,3054343208
0,T00012400100001230876457890471,6457890471
0,T00012400100001230881544692033,1544692033
10,T00012400100001230895815336875,5815336875
0,T00012400100001230906964152045,6964152045
0,T00012400100001230912858156525,2858156525
0,T00012400100001230924281405305,4281405305
0,T00012400100001230934802304473,4802304473
0,T00012400100001230945636746364,5636746364
10,T00012400100001230956536855346,6536855346
0,T00012400100001230963873083555,3873083555
0,T00012400100001230978188356057,8188356057
0,T00012400100001230986508046790,6508046790
20,T00012400100001230997828636681,7828636681
0,T00012400100001231004899760692,4899760692
0,T00012400100001240014325837746,4325837746
0,T00012400100001240024940212639,4940212639
0,T00012400100001240039891264212,9891264212
20,T00012400100001240047168607426,7168607426
0,T00012400100001240056061882219,6061882219
20,T00012400100001240063447186623,3447186623
0,T00012400100001240071427848764,1427848764
0,T00012400100001240083241162638,3241162638
0,T00012400100001240093687209872,3687209872
0,T00012400100001240106975226182,6975226182
0,T00012400100001240116259452519,6259452519
0,T00012400100001240123374853392,3374853392
100,T00012400100001240130784194079,0784194079
0,T00012400100001240140308838939,0308838939
0,T00012400100001240153699284556,3699284556
0,T00012400100001240164337118895,4337118895
10,T00012400100001240173364180340,3364180340
0,T00012400100001240183653896960,3653896960
0,T00012400100001240199734243456,9734243456
0,T00012400100001240204238994569,4238994569
0,T00012400100001240212757353629,2757353629
0,T00012400100001240223329845361,3329845361
10,T00012400100001240234137677720,4137677720
0,T00012400100001240244817869366,4817869366
0,T00012400100001240255789712910,5789712910
0,T00012400100001240267628414248,7628414248
10,T00012400100001240276581053469,6581053469
0,T00012400100001240289845847134,9845847134
0,T00012400100001240293365997968,3365997968
0,T00012400100001240308967809489,8967809489
0,T00012400100001240315595810989,5595810989
0,T00012400100001240329185814884,9185814884
0,T00012400100001240333309913354,3309913354
0,T00012400100001240341407507378,1407507378
20,T00012400100001240356188316095,6188316095
50,T00012400100001240363744300425,3744300425
0,T00012400100001240372668223187,2668223187
0,T00012400100001240387852940217,7852940217
0,T00012400100001240393586826814,3586826814
0,T00012400100001240405152233401,5152233401
0,T00012400100001240417507743288,7507743288
10,T00012400100001240425767870177,5767870177
0,T00012400100001240438222088778,8222088778
0,T00012400100001240447810196668,7810196668
0,T00012400100001240458137408797,8137408797
10,T00012400100001240465667250875,5667250875
0,T00012400100001240477040313003,7040313003
0,T00012400100001240485686541449,5686541449
0,T00012400100001240499951880266,9951880266
0,T00012400100001240500435119333,0435119333
0,T00012400100001240517358589919,7358589919
0,T00012400100001240527089153271,7089153271
10,T00012400100001240534584781516,4584781516
0,T00012400100001240547907310727,7907310727
0,T00012400100001240553885758150,3885758150
0,T00012400100001240564119593886,4119593886
0,T00012400100001240578868998011,8868998011
20,T00012400100001240587454100118,7454100118
0,T00012400100001240597841635916,7841635916
0,T00012400100001240602347709824,2347709824
0,T00012400100001240611696529033,1696529033
10,T00012400100001240626997738001,6997738001
0,T00012400100001240639005482973,9005482973
0,T00012400100001240649450542490,9450542490
0,T00012400100001240651859628123,1859628123
0,T00012400100001240661910595601,1910595601
10,T00012400100001240675492555434,5492555434
0,T00012400100001240684888333074,4888333074
0,T00012400100001240699442675046,9442675046
0,T00012400100001240704633708183,4633708183
0,T00012400100001240718988126173,8988126173
0,T00012400100001240726786474031,6786474031
0,T00012400100001240737072059107,7072059107
10,T00012400100001240749142967564,9142967564
0,T00012400100001240757465604661,7465604661
0,T00012400100001240764403284938,4403284938
0,T00012400100001240773786149205,3786149205
10,T00012400100001240785577089408,5577089408
0,T00012400100001240793301872043,3301872043
0,T00012400100001240808006601271,8006601271
0,T00012400100001240819031509830,9031509830
20,T00012400100001240822082446459,2082446459
0,T00012400100001240831569079740,1569079740
0,T00012400100001240844183821355,4183821355
0,T00012400100001240851034057839,1034057839
0,T00012400100001240862944974644,2944974644
0,T00012400100001240877407562543,7407562543
0,T00012400100001240882432368259,2432368259
0,T00012400100001240891655057445,1655057445
10,T00012400100001240906909487601,6909487601
0,T00012400100001240910345751803,0345751803
0,T00012400100001240922681879655,2681879655
10,T00012400100001240934479968202,4479968202
0,T00012400100001240940244885230,0244885230
0,T00012400100001240950045705526,0045705526
20,T00012400100001240962871518315,2871518315
0,T00012400100001240971198895896,1198895896
0,T00012400100001240986364652270,6364652270
0,T00012400100001240991833860509,1833860509
0,T00012400100001241001672403836,1672403836
0,T00012400100001250012703748976,2703748976
20,T00012400100001250027495369667,7495369667
0,T00012400100001250032425975939,2425975939
0,T00012400100001250042094347139,2094347139
0,T00012400100001250055767712259,5767712259
10,T00012400100001250069622614261,9622614261
0,T00012400100001250070256974540,0256974540
0,T00012400100001250085315354640,5315354640
0,T00012400100001250097293376168,7293376168
0,T00012400100001250101891901337,1891901337
0,T00012400100001250114947046852,4947046852
20,T00012400100001250126912250475,6912250475
0,T00012400100001250135242694524,5242694524
0,T00012400100001250140931332303,0931332303
0,T00012400100001250159468775553,9468775553
0,T00012400100001250164838736873,4838736873
10,T00012400100001250170454975851,0454975851
0,T00012400100001250187740611857,7740611857
0,T00012400100001250192220096229,2220096229
0,T00012400100001250206207904720,6207904720
0,T00012400100001250213396951732,3396951732
0,T00012400100001250223844253232,3844253232
0,T00012400100001250236155951764,6155951764
0,T00012400100001250249289582627,9289582627
20,T00012400100001250254518859053,4518859053
0,T00012400100001250260109815341,0109815341
10,T00012400100001250271419584893,1419584893
0,T00012400100001250282810329780,2810329780
0,T00012400100001250290452519730,0452519730
0,T00012400100001250304350921617,4350921617
0,T00012400100001250318032823540,8032823540
0,T00012400100001250328797283387,8797283387
0,T00012400100001250330277734672,0277734672
10,T00012400100001250345045032457,5045032457
0,T00012400100001250357688545630,7688545630
0,T00012400100001250361801631009,1801631009
10,T00012400100001250377533063659,7533063659
0,T00012400100001250380811444043,0811444043
0,T00012400100001250397203526054,7203526054
0,T00012400100001250405681589509,5681589509
10,T00012400100001250419219397450,9219397450
0,T00012400100001250423183269719,3183269719
0,T00012400100001250434587921743,4587921743
0,T00012400100001250449918519697,9918519697
0,T00012400100001250455796101443,5796101443
0,T00012400100001250469418016780,9418016780
10,T00012400100001250479065859296,9065859296
0,T00012400100001250483471513125,3471513125
0,T00012400100001250497952815204,7952815204
0,T00012400100001250503089414947,3089414947
0,T00012400100001250513565006530,3565006530
0,T00012400100001250522161948108,2161948108
0,T00012400100001250531958758247,1958758247
20,T00012400100001250544781794842,4781794842
0,T00012400100001250553697560265,3697560265
0,T00012400100001250564066971346,4066971346
0,T00012400100001250573323264555,3323264555
0,T00012400100001250588110103879,8110103879
50,T00012400100001250595511097419,5511097419
0,T00012400100001250607921323455,7921323455
0,T00012400100001250615818361366,5818361366
10,T00012400100001250624995437068,4995437068
0,T00012400100001250636497701724,6497701724
0,T00012400100001250649592329398,9592329398
0,T00012400100001250655951948031,5951948031
0,T00012400100001250668048954921,8048954921
0,T00012400100001250670901091119,0901091119
0,T00012400100001250684488984849,4488984849
0,T00012400100001250698411662782,8411662782
10,T00012400100001250709604306439,9604306439
0,T00012400100001250711639672614,1639672614
0,T00012400100001250729097260833,9097260833
20,T00012400100001250735702078798,5702078798
0,T00012400100001250741200501461,1200501461
0,T00012400100001250754710865432,4710865432
200,T00012400100001250766075405725,6075405725
0,T00012400100001250777180361562,7180361562
0,T00012400100001250786674935389,6674935389
0,T00012400100001250797316674740,7316674740
10,T00012400100001250803763244456,3763244456
0,T00012400100001250814526782446,4526782446
0,T00012400100001250824953018867,4953018867
0,T00012400100001250836022118328,6022118328
0,T00012400100001250846829815986,6829815986
10,T00012400100001250852127894100,2127894100
0,T00012400100001250869175161020,9175161020
0,T00012400100001250870647046261,0647046261
20,T00012400100001250887087681765,7087681765
0,T00012400100001250894570088787,4570088787
0,T00012400100001250901336397204,1336397204
0,T00012400100001250910663874951,0663874951
0,T00012400100001250926927059430,6927059430
10,T00012400100001250934617655105,4617655105
0,T00012400100001250948040541923,8040541923
0,T00012400100001250954372056524,4372056524
100,T00012400100001250965650729657,5650729657
0,T00012400100001250974873860856,4873860856
0,T00012400100001250982469687894,2469687894
0,T00012400100001250991480428655,1480428655
0,T00012400100001251001822904262,1822904262
0,T00012400100001260018966280555,8966280555
0,T00012400100001260026446175286,6446175286
0,T00012400100001260031072668113,1072668113
20,T00012400100001260049478921210,9478921210
0,T00012400100001260059197599164,9197599164
0,T00012400100001260060204391713,0204391713
20,T00012400100001260079230802056,9230802056
0,T00012400100001260081285817094,1285817094
0,T00012400100001260091315503951,1315503951
0,T00012400100001260103685643132,3685643132
0,T00012400100001260111128011262,1128011262
10,T00012400100001260123394269932,3394269932
0,T00012400100001260139697139767,9697139767
0,T00012400100001260148061243219,8061243219
0,T00012400100001260157734806968,7734806968
0,T00012400100001260165655893108,5655893108
10,T00012400100001260176386125465,6386125465
0,T00012400100001260184778699003,4778699003
0,T00012400100001260197489776914,7489776914
0,T00012400100001260203095831092,3095831092
10,T00012400100001260213910203167,3910203167
0,T00012400100001260228714877892,8714877892
0,T00012400100001260232970600146,2970600146
0,T00012400100001260243587714397,3587714397
0,T00012400100001260257362855661,7362855661
10,T00012400100001260262825755340,2825755340
0,T00012400100001260278182789520,8182789520
0,T00012400100001260285910009825,5910009825
0,T00012400100001260294678798856,4678798856
0,T00012400100001260300569373879,0569373879
0,T00012400100001260319513070634,9513070634
0,T00012400100001260329600554755,9600554755
0,T00012400100001260336536322114,6536322114
50,T00012400100001260349690113376,9690113376
0,T00012400100001260350866481310,0866481310
0,T00012400100001260367127206935,7127206935
0,T00012400100001260378478889977,8478889977
200,T00012400100001260381636124014,1636124014
20,T00012400100001260390064529706,0064529706
0,T00012400100001260406840154794,6840154794
0,T00012400100001260412523098006,2523098006
0,T00012400100001260428756260907,8756260907
0,T00012400100001260433874065923,3874065923
10,T00012400100001260442879450327,2879450327
0,T00012400100001260450050627248,0050627248
0,T00012400100001260468194364089,8194364089
10,T00012400100001260478544743737,8544743737
0,T00012400100001260486745419446,6745419446
0,T00012400100001260491089029682,1089029682
0,T00012400100001260508796929755,8796929755
20,T00012400100001260519421255557,9421255557
0,T00012400100001260520833939200,0833939200
0,T00012400100001260531070791171,1070791171
0,T00012400100001260549499689510,9499689510
0,T00012400100001260556313741219,6313741219
0,T00012400100001260565552147438,5552147438
0,T00012400100001260573205730412,3205730412
10,T00012400100001260584557197072,4557197072
0,T00012400100001260592977951681,2977951681
0,T00012400100001260601230752812,1230752812
10,T00012400100001260617930368853,7930368853
0,T00012400100001260622945450115,2945450115
0,T00012400100001260639036920313,9036920313
0,T00012400100001260646136871468,6136871468
0,T00012400100001260652537664806,2537664806
0,T00012400100001260664907885985,4907885985
0,T00012400100001260672320686657,2320686657
0,T00012400100001260689828063418,9828063418
10,T00012400100001260690131615142,0131615142
0,T00012400100001260702325096985,2325096985
0,T00012400100001260712801682532,2801682532
0,T00012400100001260729210381750,9210381750
20,T00012400100001260734419972475,4419972475
0,T00012400100001260749243638451,9243638451
0,T00012400100001260752088342651,2088342651
0,T00012400100001260765767572822,5767572822
0,T00012400100001260779156362165,9156362165
0,T00012400100001260787178408115,7178408115
10,T00012400100001260793812525920,3812525920
0,T00012400100001260807663519531,7663519531
0,T00012400100001260815494574001,5494574001
0,T00012400100001260824585079853,4585079853
0,T00012400100001260836916894234,6916894234
0,T00012400100001260844707786971,4707786971
10,T00012400100001260853501294397,3501294397
0,T00012400100001260861561135351,1561135351
100,T00012400100001260872933131456,2933131456
0,T00012400100001260884398660184,4398660184
0,T00012400100001260897348482233,7348482233
0,T00012400100001260909585193328,9585193328
0,T00012400100001260916025043053,6025043053
0,T00012400100001260923705267036,3705267036
10,T00012400100001260934044483934,4044483934
0,T00012400100001260944545366825,4545366825
0,T00012400100001260955193966088,5193966088
20,T00012400100001260962195307038,2195307038
0,T00012400100001260970071203064,0071203064
0,T00012400100001260987652531469,7652531469
0,T00012400100001260999554950929,9554950929
0,T00012400100001261005791304090,5791304090
0,T00012400100001270012155541852,2155541852
0,T00012400100001270029953700377,9953700377
0,T00012400100001270038377259668,8377259668
100,T00012400100001270043336548461,3336548461
0,T00012400100001270054219417560,4219417560
0,T00012400100001270061360412352,1360412352
0,T00012400100001270076210692909,6210692909
10,T00012400100001270089884775489,9884775489
0,T00012400100001270090249531183,0249531183
0,T00012400100001270105656451253,5656451253
0,T00012400100001270114373132146,4373132146
0,T00012400100001270126751920558,6751920558
0,T00012400100001270131990385271,1990385271
0,T00012400100001270146476079155,6476079155
10,T00012400100001270153269553988,3269553988
0,T00012400100001270166155802073,6155802073
0,T00012400100001270177714281665,7714281665
0,T00012400100001270185390949168,5390949168
0,T00012400100001270197158588265,7158588265
50,T00012400100001270206588704424,6588704424
0,T00012400100001270212042785348,2042785348
0,T00012400100001270223513226975,3513226975
10,T00012400100001270238611498444,8611498444
0,T00012400100001270246390660119,6390660119
0,T00012400100001270256129045480,6129045480
0,T00012400100001270261610043723,1610043723
0,T00012400100001270271514928289,1514928289
0,T00012400100001270287305811334,7305811334
0,T00012400100001270296001009922,6001009922
20,T00012400100001270301603799945,1603799945
0,T00012400100001270319527954839,9527954839
20,T00012400100001270320807640033,0807640033
0,T00012400100001270334304473515,4304473515
0,T00012400100001270346963862242,6963862242
0,T00012400100001270359487698367,9487698367
0,T00012400100001270365969461986,5969461986
0,T00012400100001270370516738678,0516738678
10,T00012400100001270389892122590,9892122590
0,T00012400100001270398485276089,8485276089
0,T00012400100001270401592790742,1592790742
0,T00012400100001270418103225950,8103225950
0,T00012400100001270423939668310,3939668310
0,T00012400100001270439865836483,9865836483
0,T00012400100001270440433911099,0433911099
10,T00012400100001270450767395414,0767395414
0,T00012400100001270468390682700,8390682700
0,T00012400100001270474891522889,4891522889
0,T00012400100001270487873551913,7873551913
10,T00012400100001270492092932735,2092932735
0,T00012400100001270507047759955,7047759955
0,T00012400100001270515510096820,5510096820
0,T00012400100001270524247609286,4247609286
0,T00012400100001270538780925191,8780925191
10,T00012400100001270541686406206,1686406206
0,T00012400100001270553135954583,3135954583
0,T00012400100001270563787220238,3787220238
0,T00012400100001270576948635987,6948635987
0,T00012400100001270583515912307,3515912307
10,T00012400100001270597440459292,7440459292
0,T00012400100001270604142282611,4142282611
0,T00012400100001270619530565042,9530565042
0,T00012400100001270627854514140,7854514140
20,T00012400100001270633365148565,3365148565
0,T00012400100001270642510598249,2510598249
0,T00012400100001270657424722237,7424722237
0,T00012400100001270665055884891,5055884891
0,T00012400100001270673995229828,3995229828
20,T00012400100001270685379425896,5379425896
0,T00012400100001270693155996436,3155996436
0,T00012400100001270704130730238,4130730238
0,T00012400100001270714022419263,4022419263
10,T00012400100001270729251554499,9251554499
0,T00012400100001270731170539220,1170539220
0,T00012400100001270742368021113,2368021113
0,T00012400100001270755122765622,5122765622
0,T00012400100001270762631475201,2631475201
0,T00012400100001270778439462908,8439462908
0,T00012400100001270789339941249,9339941249
0,T00012400100001270798334200115,8334200115
10,T00012400100001270800953916582,0953916582
0,T00012400100001270816955705755,6955705755
0,T00012400100001270822882003035,2882003035
0,T00012400100001270838536116161,8536116161
0,T00012400100001270847812854042,7812854042
20,T00012400100001270854128216169,4128216169
0,T00012400100001270869959489928,9959489928
0,T00012400100001270875567562999,5567562999
0,T00012400100001270886876252873,6876252873
0,T00012400100001270891392057053,1392057053
10,T00012400100001270905909949039,5909949039
20,T00012400100001270915307769744,5307769744
0,T00012400100001270925605790700,5605790700
0,T00012400100001270930530136631,0530136631
0,T00012400100001270946737370334,6737370334
0,T00012400100001270959517486446,9517486446
200,T00012400100001270968952685255,8952685255
0,T00012400100001270978428686735,8428686735
0,T00012400100001270988782435493,8782435493
10,T00012400100001270996446590863,6446590863
0,T00012400100001271008276001847,8276001847
0,T00012400100001280018083760341,8083760341
0,T00012400100001280022808346680,2808346680
0,T00012400100001280030280882598,0280882598
20,T00012400100001280041465892602,1465892602
0,T00012400100001280050058763987,0058763987
0,T00012400100001280063848009261,3848009261
0,T00012400100001280075202384458,5202384458
0,T00012400100001280080013269952,0013269952
0,T00012400100001280097714173535,7714173535
10,T00012400100001280107276231403,7276231403
0,T00012400100001280117987068034,7987068034
0,T00012400100001280127715289000,7715289000
0,T00012400100001280131140373058,1140373058
20,T00012400100001280149493204475,9493204475
0,T00012400100001280154147987857,4147987857
0,T00012400100001280162225396405,2225396405
0,T00012400100001280173221200658,3221200658
0,T00012400100001280187067997440,7067997440
0,T00012400100001280197171647518,7171647518
20,T00012400100001280202490713799,2490713799
10,T00012400100001280212514407819,2514407819
0,T00012400100001280222714929396,2714929396
0,T00012400100001280239474039741,9474039741
0,T00012400100001280245343604708,5343604708
0,T00012400100001280252014476309,2014476309
20,T00012400100001280266234582027,6234582027
0,T00012400100001280277134174620,7134174620
0,T00012400100001280284315861591,4315861591
0,T00012400100001280299657111838,9657111838
0,T00012400100001280303777876883,3777876883
0,T00012400100001280317000070212,7000070212
0,T00012400100001280324335780222,4335780222
10,T00012400100001280339347079779,9347079779
0,T00012400100001280349370576882,9370576882
0,T00012400100001280355687550743,5687550743
0,T00012400100001280369961019210,9961019210
0,T00012400100001280374061854773,4061854773
10,T00012400100001280382654368070,2654368070
0,T00012400100001280395364496818,5364496818
0,T00012400100001280403041051907,3041051907
0,T00012400100001280418212307094,8212307094
10,T00012400100001280420659201573,0659201573
0,T00012400100001280436093161240,6093161240
0,T00012400100001280443947229553,3947229553
0,T00012400100001280456199792044,6199792044
0,T00012400100001280460098448248,0098448248
0,T00012400100001280473859107219,3859107219
0,T00012400100001280488554410293,8554410293
0,T00012400100001280495365689353,5365689353
10,T00012400100001280505983208616,5983208616
20,T00012400100001280519385327187,9385327187
0,T00012400100001280526825384427,6825384427
0,T00012400100001280534371006285,4371006285
0,T00012400100001280545018678039,5018678039
0,T00012400100001280550124473714,0124473714
0,T00012400100001280564064923830,4064923830
0,T00012400100001280571762266350,1762266350
10,T00012400100001280585144944295,5144944295
0,T00012400100001280596444201249,6444201249
0,T00012400100001280603856870149,3856870149
50,T00012400100001280617279115529,7279115529
0,T00012400100001280627248310197,7248310197
0,T00012400100001280631188809286,1188809286
0,T00012400100001280649104716303,9104716303
0,T00012400100001280653691568166,3691568166
0,T00012400100001280662960342189,2960342189
0,T00012400100001280672264636365,2264636365
10,T00012400100001280680993515169,0993515169
0,T00012400100001280695784586044,5784586044
0,T00012400100001280704414023026,4414023026
0,T00012400100001280710266274936,0266274936
0,T00012400100001280727956846454,7956846454
10,T00012400100001280734594392555,4594392555
0,T00012400100001280740672935906,0672935906
0,T00012400100001280750116559863,0116559863
10,T00012400100001280766409054166,6409054166
0,T00012400100001280772221536772,2221536772
0,T00012400100001280782295020537,2295020537
0,T00012400100001280795172869727,5172869727
0,T00012400100001280806334053233,6334053233
0,T00012400100001280819501569050,9501569050
100,T00012400100001280824721924438,4721924438
0,T00012400100001280836900069579,6900069579
0,T00012400100001280844296152201,4296152201
0,T00012400100001280856221449724,6221449724
0,T00012400100001280863712477073,3712477073
20,T00012400100001280876911440547,6911440547
0,T00012400100001280882085363738,2085363738
0,T00012400100001280890848833251,0848833251
0,T00012400100001280908676999482,8676999482
0,T00012400100001280910421283325,0421283325
0,T00012400100001280929348793645,9348793645
0,T00012400100001280934111301722,4111301722
0,T00012400100001280949015313481,9015313481
10,T00012400100001280956827563910,6827563910
0,T00012400100001280963761916944,3761916944
10,T00012400100001280970462518309,0462518309
0,T00012400100001280984123443102,4123443102
0,T00012400100001280990726833504,0726833504
0,T00012400100001281002113026240,2113026240
0,T00012400100001290012584935709,2584935709
0,T00012400100001290022437022141,2437022141
0,T00012400100001290030058101925,0058101925
10,T00012400100001290047626289685,7626289685
0,T00012400100001290053740774988,3740774988
0,T00012400100001290066144541586,6144541586
20,T00012400100001290070685359573,0685359573
0,T00012400100001290084512897863,4512897863
0,T00012400100001290090856262332,0856262332
0,T00012400100001290104299647904,4299647904
0,T00012400100001290118427822072,8427822072
0,T00012400100001290123398928133,3398928133
0,T00012400100001290137464529625,7464529625
0,T00012400100001290149812934793,9812934793
10,T00012400100001290150830091251,0830091251
0,T00012400100001290165481325684,5481325684
0,T00012400100001290177644464619,7644464619
0,T00012400100001290184210401154,4210401154
0,T00012400100001290199218322753,9218322753
10,T00012400100001290202896697483,2896697483
0,T00012400100001290219963987638,9963987638
0,T00012400100001290225036461113,5036461113
20,T00012400100001290230988859172,0988859172
0,T00012400100001290243396750012,3396750012
0,T00012400100001290258611413580,8611413580
0,T00012400100001290264163930781,4163930781
0,T00012400100001290273974323961,3974323961
20,T00012400100001290285007426352,5007426352
0,T00012400100001290296933529698,6933529698
0,T00012400100001290301310798086,1310798086
10,T00012400100001290316606320232,6606320232
0,T00012400100001290329765625353,9765625353
0,T00012400100001290330598821158,0598821158
0,T00012400100001290343186537585,3186537585
0,T00012400100001290359600684692,9600684692
0,T00012400100001290364321539395,4321539395
0,T00012400100001290372318519738,2318519738
0,T00012400100001290383769691434,3769691434
10,T00012400100001290397080079120,7080079120
0,T00012400100001290403512721351,3512721351
0,T00012400100001290419030986338,9030986338
10,T00012400100001290423451888688,3451888688
0,T00012400100001290437933183685,7933183685
0,T00012400100001290447927916195,7927916195
0,T00012400100001290451766507335,1766507335
0,T00012400100001290460375743308,0375743308
0,T00012400100001290476840350004,6840350004
10,T00012400100001290481826949616,1826949616
0,T00012400100001290492265014175,2265014175
0,T00012400100001290507377762150,7377762150
0,T00012400100001290519711650915,9711650915
0,T00012400100001290529450494829,9450494829
0,T00012400100001290533383218662,3383218662
10,T00012400100001290548742727200,8742727200
0,T00012400100001290551776785151,1776785151
0,T00012400100001290561805525206,1805525206
0,T00012400100001290578069651774,8069651774
0,T00012400100001290586200321162,6200321162
0,T00012400100001290598106156021,8106156021
20,T00012400100001290604352982092,4352982092
0,T00012400100001290615281249565,5281249565
10,T00012400100001290625102363712,5102363712
0,T00012400100001290638610138248,8610138248
0,T00012400100001290645161351225,5161351225
0,T00012400100001290654903683354,4903683354
0,T00012400100001290663737504729,3737504729
0,T00012400100001290671759259267,1759259267
0,T00012400100001290682818086737,2818086737
10,T00012400100001290690016254435,0016254435
0,T00012400100001290706865058485,6865058485
0,T00012400100001290718859510219,8859510219
0,T00012400100001290723771044238,3771044238
10,T00012400100001290731561935546,1561935546
0,T00012400100001290744194185281,4194185281
0,T00012400100001290750583390937,0583390937
0,T00012400100001290766223418769,6223418769
0,T00012400100001290778801482158,8801482158
0,T00012400100001290783952798058,3952798058
10,T00012400100001290794825278337,4825278337
0,T00012400100001290802133163536,2133163536
0,T00012400100001290816723568188,6723568188
0,T00012400100001290823765679801,3765679801
0,T00012400100001290835611948616,5611948616
0,T00012400100001290848417577131,8417577131
20,T00012400100001290852668760863,2668760863
0,T00012400100001290866141444414,6141444414
0,T00012400100001290871604866270,1604866270
0,T00012400100001290880754086714,0754086714
0,T00012400100001290898833998019,8833998019
100,T00012400100001290906173602420,6173602420
0,T00012400100001290911818644736,1818644736
0,T00012400100001290927044454217,7044454217
0,T00012400100001290933845867767,3845867767
50,T00012400100001290949464821436,9464821436
0,T00012400100001290955486245767,5486245767
0,T00012400100001290964824941984,4824941984
20,T00012400100001290971879689779,1879689779
0,T00012400100001290988458595743,8458595743
0,T00012400100001290996123292589,6123292589
0,T00012400100001291006936021328,6936021328
0,T00012400100001300013004528166,3004528166
0,T00012400100001300022605660431,2605660431
10,T00012400100001300035772678264,5772678264
0,T00012400100001300043391754208,3391754208
0,T00012400100001300052725419738,2725419738
0,T00012400100001300069001936157,9001936157
0,T00012400100001300078535700455,8535700455
0,T00012400100001300087939460451,7939460451
0,T00012400100001300099722369859,9722369859
10,T00012400100001300100087992038,0087992038
10,T00012400100001300110603870632,0603870632
0,T00012400100001300123221957967,3221957967
0,T00012400100001300133446028134,3446028134
0,T00012400100001300146128821871,6128821871
0,T00012400100001300153308835571,3308835571
0,T00012400100001300164751974971,4751974971
0,T00012400100001300173027589315,3027589315
0,T00012400100001300185068982486,5068982486
0,T00012400100001300198393209923,8393209923
100,T00012400100001300207591193453,7591193453
0,T00012400100001300213151441184,3151441184
0,T00012400100001300224386777548,4386777548
0,T00012400100001300239752370425,9752370425
